label,text
PRETOX_REL,"High - dose group 70 mg / kg / day : week 4 to the end of the treatment period - Leukopenia and mild myeloid hypoplasia of bone marrow - Minimally to slightly decreased platelet counts - Testes : decreased weight , severe tubular atrophy , moderate vacuolation of the seminiferous epithelium , slight interstitial cell hyperplasia , absence of spermatozoa in the epididymides - Moderate to marked cortical atrophy of the thymus in 2/6 dogs Mid-dose group ( 2 mg / kg / day ) - Body weight loss in 2/5 females - Mild myeloid hypoplasia of bone marrow - Testes : decreased weight , marked tubular atrophy , moderate vacuolation of the seminiferous epithelium , slight interstitial cell hyperplasia , absence of spermatozoa in the epididymides - Slight cortical atrophy of the thymus in 2/5 dogs Low - dose group ( 0.2 mg / kg / day ) In l / 3 males : - Testes : slight tubular atrophy , moderate vacuolation of the seminiferous epithelium , moderate germ cell degeneration , oligospermia in the epididymides ."
PRETOX_REL,Following 34 weeks administration of COMPOUND_XXX at 10 / 100/75 or 50 mg / kg / day antibodies reacting against the nuclei of their own hepatocytes were found in the serum of the dogs .
NO_PRETOX_REL,"Results and Discussion No mortality was observed , all animals survived until their scheduled sacrifice without showing any treatment - related clinical signs ."
NO_PRETOX_REL,doses of COMPOUND_XXX up to 0.50 mg / kg / day .
NO_PRETOX_REL,"No evidence of a treatment related effect was detected in the macroscopic , or microscopic observations of the terminally sacrificed animals ."
PRETOX_REL,"In conclusion , 10 , 50 and 225 mg / kg / day COMPOUND_XXX were no effect dose levels in terms of adverse toxicological findings ( joint , skin and stomach effects ) but that the high dose of 1000 mg / kg / day induced marked lesions , both in - life and histopathologically ."
NO_PRETOX_REL,Clinical biochemistry investigations revealed no treatment - related changes in markers of myocardial and skeletal muscle integrity .
PRETOX_REL,"Other microscopic findings comprised epithelial vacuolation / hypertrophy , pigment deposition , necrosis , fibrin thrombi and vasculitis / perivasculitis in the gall bladder ; glandular dilatation , inflammatory cell infiltration with vasculitis / perivasculitis , mucosal atrophy and erosion in the small and large intestine and epithelial necrosis / vacuolation in the epididymides and prostate ."
NO_PRETOX_REL,"Based on these results , a NOEL ( no - observed - effect level ) was not established ."
PRETOX_REL,"Administration of COMPOUND_XXX at 1.0 mg / kg / occasion resulted in diminished red blood cell parameters ( haemoglobin concentration , red blood cell count , haematocrit and calculated red blood cell indices ) and only marginally increased reticulocyte counts indicating an inadequate erythropoietic response ."
NO_PRETOX_REL,"Maximum concentrations of the test compound were generally observed at | h after the intragastric administration of COMPOUND_XXX , indicating a moderate - fast absorption from the gastrointestinal tract ."
PRETOX_REL,Treatment resulted in slightly to moderately reduced body weight development at 180 mg / kg / day and food consumption at 120 and 180 mg / kg / day .
PRETOX_REL,Decreased food consumption was present beginning 1 week after the initiation of dosing at 400 mg / kg / day .
PRETOX_REL,increase in liver weights of females treated at 15 mg / kg / day without no blood biochemistry or histopathological correlates .
PRETOX_REL,"In conclusion , administration of COMPOUND_XXX by oral gavage to beagle dogs caused reddened ears , increased alanine aminotransferase , alkaline phosphatase and total bilirubin , and microscopic changes in the liver at 60 mg / kg / day ."
PRETOX_REL,"In conclusion , COMPOUND_XXX and revealed morphologic cardiac effects under the condition of the present study ."
NO_PRETOX_REL,"Blood samples were drawn and urine collected for routine clinical pathology evaluations from 10 animals / sex / group in Weeks 4 , 8 , 13 , 26 , 39 , 52 and 5 animals / sex / group in Week 60 ( Recovery Week 8 ) ."
PRETOX_REL,"Dose Level 2 It is concluded that under the conditions of the study , the daily administration of the compound by intubation at dose level 2 for two weeks resulted in the appearance of bright yellow urine ."
NO_PRETOX_REL,The toxicokinetic data showed that all animals from the groups treated with COMPOUND_XXX Nail Lacquer were systemically exposed to the drug resulting in mean AUC ( 0 - 168h ) values between 629 and 1410 ng · mL / h after the first administration .
NO_PRETOX_REL,Summary of results No treatment - related findings occurred even with the maximum feasible dose of 30 mg / kg on ca. 15 % of the body surface with 50 mg ointment / cm2 .
NO_PRETOX_REL,These were generally dose - related relative to frequency and severity ( minimal to marked ) .
PRETOX_REL,Water consumption Water consumption tended to be dose - dependently lower in animals treated with COMPOUND_XXX .
PRETOX_REL,An increased incidence and severity of pelvic dilatation was evident in the kidney of animals at 1000 mg / kg / day Ro 32-3555/000 .
PRETOX_REL,Bright yellow urine in all rats and centrilobular hepatocellular hypertrophy ( minimal ) in one rat were observed due to treatment with 10 mg / kg / day .
PRETOX_REL,The relative weight of the thyroid was increased in male rats .
NO_PRETOX_REL,Hematology : No treatment - related changes in hematology or coagulation parameters were observed .
NO_PRETOX_REL,The disparity between males and females in the present study is more likely a reflection of a gender difference in sensitivity such that the relatively slight insult was only discernible in the more sensitive gender .
PRETOX_REL,"b. Mortality Animal H 937 / group lil had to be sacrificed prematurely in week 3 of the study ( see also Â » Clinical findings "" ) ."
NO_PRETOX_REL,"Protocol - specified organs were weighed and tissues were collected , processed and microscopically examined on all animals ."
NO_PRETOX_REL,"Thereafter , plasma concentrations decreased rapidly depending on dose ."
PRETOX_REL,Relevant hematological findings were slightly increased platelet counts at the high dose level .
PRETOX_REL,Based upon lymphocyte decreases at doses ≥ 0.2 mg / kg a NOAEL was not established in this study .
NO_PRETOX_REL,"At the highest dose , the exposure was increased after multiple doses ."
PRETOX_REL,Muscle acetylcholinesterase activity increased 28 % in the high dose males and 45 % in the high dose female rats .
NO_PRETOX_REL,Organ weight analysis did not reveal any clearly treatment - related findings .
NO_PRETOX_REL,"Based on the actual food consumption , the mean test item intake was 21.8 and 122.5 mg salt / kg / day during the first 3 days , 20.1 and 158.3 mg salt / kg / day during the next 4 days and 20.7 and 187.7 mg salt / kg / day during the last 7 days ."
NO_PRETOX_REL,Other groups of females had similar body weight curves to that of the control .
NO_PRETOX_REL,"At initiation of dosing , the males weighed 28.6 - 32.9 grams and the females weighed 21.1 - 27.1 grams ."
PRETOX_REL,"on , treatment with COMPOUND_XXX was associated with reddenings of the skin compatible with histamine induced vasodilations ."
PRETOX_REL,"The higher exposure in females resulted in compound - related effects seen either exclusively or at lower doses in females , including partly to completely reversible clinical chemistry changes in males at 110 mg / kg / day and females at ≥ 30 mg / kg / day ; irreversible increases in adrenal gland and kidney weight and partially reversible liver weight increases in females at 110 mg / kg / day ; reversible macroscopic light pale colored kidneys in females at ≥ 30 mg / kg / day ; and partially to completely reversible microscopic kidney findings in males at 110 mg / kg / day and females at ≥ 10 mg / kg / day , as well as reversible and nonadverse microscopic liver findings in females at 110 mg / kg / day ."
NO_PRETOX_REL,Ophthalmological examinations were performed prior to dosing and during study week 3 .
NO_PRETOX_REL,Each dose level was administered to one group daily and to another group two times per week .
PRETOX_REL,The peripheral neuropathy present in the sciatic nerves was considered secondary to persistent hypoglycemia .
NO_PRETOX_REL,"Body weight , body weight gain and food consumption did not show any treatment - related changes during the treatment and recovery period ."
NO_PRETOX_REL,"After dilution of the samples with the mobile phase , COMPOUND_XXX concentrations were measured by HPLC coupled to a UV detector set at 214 nm , and they were quantified by using the area under the peak ."
NO_PRETOX_REL,"Complete necropsies were performed on all animals , organ weights were recorded , and protocol specified tissues and gross lesions were collected and processed ."
PRETOX_REL,"At 50 mg / kg / day , microscopic findings consisted of hemorrhagic and / or cystic corpora lutea lutea and hemosiderin - laden macrophages in ovaries , foamy macrophage accumulation in lungs , focal angiectasis of the adrenal cortex , hypertrophy of the masseter muscle , focal mineralization and hyperplasia of renal pelvic epithelium , and focal new bone formation ."
NO_PRETOX_REL,"Conclusions The repeated daily intragastric administration of COMPOUND_XXX at doses of 0.2 , 2 and 20 mg / kg to female Cynomolgus monkeys over a period of 4 weeks followed by an additional recovery period of 4 weeks in the high dose group resulted in minor reversible changes from the lowest dose upwards ."
NO_PRETOX_REL,No test article - related macroscopic findings were observed .
NO_PRETOX_REL,"At the end of the 4 - week post-treatment period the remaining animals were sacrificed , complete necropsies were performed , weights of selected organs were recorded and gross lesions were evaluated microscopically ."
PRETOX_REL,"Administration of COMPOUND_XXX resulted in decreases in alkaline phosphatase at doses of ≥ 0.15 mg / kg / occasion , cholesterol at doses of ≥ 0.5 mg / kg / occasion and alanine aminotransferase at doses of 1.0 mg / kg / occasion ."
NO_PRETOX_REL,Body weight gain and food consumption were normal .
PRETOX_REL,Conclusions The dose of 1 mg / kg COMPOUND_XXX lead to toxicity up to anticipated mortality in one out of two female and male animals each .
